PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1885,Lamar,Odom,Lamar Odom,"Odom, Lamar",L. Odom,lamar-odom,1979-11-06T00:00:00,Rhode Island,USA,Rhode Island/USA,6-10,230.0,15,,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,lamar_odom,1999.0,2013.0,N,Y,Y,1999,1,4,N
1888,Richard,Hamilton,Richard Hamilton,"Hamilton, Richard",R. Hamilton,richard-hamilton,1978-02-14T00:00:00,Connecticut,USA,Connecticut/USA,6-7,193.0,15,32.0,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,richard_hamilton,1999.0,2012.0,N,Y,Y,1999,1,7,N
1889,Andre,Miller,Andre Miller,"Miller, Andre",A. Miller,andre-miller,1976-03-19T00:00:00,Utah,USA,Utah/USA,6-3,200.0,18,24.0,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,andre_miller,1999.0,2015.0,N,Y,Y,1999,1,8,N
1890,Shawn,Marion,Shawn Marion,"Marion, Shawn",S. Marion,shawn-marion,1978-05-07T00:00:00,UNLV,USA,UNLV/USA,6-7,228.0,16,31.0,Guard-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,shawn_marion,1999.0,2014.0,N,Y,Y,1999,1,9,N
1891,Jason,Terry,Jason Terry,"Terry, Jason",J. Terry,jason-terry,1977-09-15T00:00:00,Arizona,USA,Arizona/USA,6-2,185.0,19,3.0,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jason_terry,1999.0,2017.0,N,Y,Y,1999,1,10,N
1894,Corey,Maggette,Corey Maggette,"Maggette, Corey",C. Maggette,corey-maggette,1979-11-12T00:00:00,Duke,USA,Duke/USA,6-6,225.0,15,50.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,corey_maggette,1999.0,2012.0,N,Y,Y,1999,1,13,N
1897,Metta,World Peace,Metta World Peace,"World Peace, Metta",M. World Peace,metta-world-peace,1979-11-13T00:00:00,St. John's,USA,St. John's/USA,6-7,260.0,18,37.0,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,metta_world peace,1999.0,2016.0,N,Y,Y,1999,1,16,N
1905,Andrei,Kirilenko,Andrei Kirilenko,"Kirilenko, Andrei",A. Kirilenko,andrei-kirilenko,1981-02-18T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,6-9,235.0,13,,Forward,Inactive,N,0,,,,,andrei_kirilenko,2001.0,2014.0,N,Y,Y,1999,1,24,N
1938,Manu,Ginobili,Manu Ginobili,"Ginobili, Manu",M. Ginobili,manu-ginobili,1977-07-28T00:00:00,Virtus Bologna,Argentina,Virtus Bologna/Argentina,6-6,205.0,16,20.0,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,manu_ginobili,2002.0,2017.0,N,Y,Y,1999,2,57,N
2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,kenyon-martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,225.0,15,,Forward,Inactive,N,0,,,,,kenyon_martin,2000.0,2014.0,N,Y,Y,2000,1,1,N
2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,6-8,218.0,18,3.0,Guard-Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000.0,2016.0,N,Y,Y,2000,1,5,N
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,jamal-crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,200.0,21,1.0,Guard,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jamal_crawford,2000.0,2019.0,N,Y,Y,2000,1,8,N
2038,Joel,Przybilla,Joel Przybilla,"Przybilla, Joel",J. Przybilla,joel-przybilla,1979-10-10T00:00:00,Minnesota,USA,Minnesota/USA,7-1,245.0,14,10.0,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,joel_przybilla,2000.0,2012.0,N,Y,Y,2000,1,9,N
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08T00:00:00,Missouri,USA,Missouri/USA,6-3,195.0,14,55.0,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000.0,2012.0,Y,Y,Y,2000,1,10,N
2045,Hedo,Turkoglu,Hedo Turkoglu,"Turkoglu, Hedo",H. Turkoglu,hedo-turkoglu,1979-03-19T00:00:00,Efes Pilsen,Turkey,Efes Pilsen/Turkey,6-10,220.0,15,15.0,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,hedo_turkoglu,2000.0,2014.0,N,Y,Y,2000,1,16,N
2047,Quentin,Richardson,Quentin Richardson,"Richardson, Quentin",Q. Richardson,quentin-richardson,1980-04-13T00:00:00,DePaul,USA,DePaul/USA,6-6,228.0,14,55.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,quentin_richardson,2000.0,2012.0,N,Y,Y,2000,1,18,N
2052,DeShawn,Stevenson,DeShawn Stevenson,"Stevenson, DeShawn",D. Stevenson,deshawn-stevenson,1981-04-03T00:00:00,Washington Union HS (CA),USA,Washington Union HS (CA)/USA,6-5,218.0,14,92.0,Forward-Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,deshawn_stevenson,2000.0,2012.0,N,Y,Y,2000,1,23,N
2060,Marko,Jaric,Marko Jaric,"Jaric, Marko",M. Jaric,marko-jaric,1978-12-10T00:00:00,Virtus Bologna,Serbia,Virtus Bologna/Serbia,6-7,224.0,8,55.0,Guard,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,marko_jaric,2002.0,2008.0,N,Y,Y,2000,2,30,N
2109,Eddie,Gill,Eddie Gill,"Gill, Eddie",E. Gill,eddie-gill,1978-08-16T00:00:00,Weber State,USA,Weber State/USA,6-0,190.0,8,,Guard,Inactive,N,0,,,,,eddie_gill,2000.0,2008.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2198,Kwame,Brown,Kwame Brown,"Brown, Kwame",K. Brown,kwame-brown,1982-03-10T00:00:00,Glynn Academy HS (GA),USA,Glynn Academy HS (GA)/USA,6-11,290.0,13,54.0,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,kwame_brown,2001.0,2012.0,N,Y,Y,2001,1,1,N
2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02T00:00:00,,USA,Dominguez HS (CA)/USA,7-0,235.0,20,19.0,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,tyson_chandler,2001.0,2019.0,N,Y,Y,2001,1,2,N
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,1980-07-06T00:00:00,,Spain,FC Barcelona/Germany,7-0,250.0,19,17.0,Center-Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,pau_gasol,2001.0,2018.0,N,Y,Y,2001,1,3,N
2201,Eddy,Curry,Eddy Curry,"Curry, Eddy",E. Curry,eddy-curry,1982-12-05T00:00:00,Thornwood HS (IL),USA,Thornwood HS (IL)/USA,7-0,295.0,11,,Center,Inactive,N,0,,,,,eddy_curry,2001.0,2012.0,N,Y,Y,2001,1,4,N
2202,Jason,Richardson,Jason Richardson,"Richardson, Jason",J. Richardson,jason-richardson,1981-01-20T00:00:00,Michigan State,USA,Michigan State/USA,6-6,225.0,14,23.0,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jason_richardson,2001.0,2014.0,N,Y,Y,2001,1,5,N
2203,Shane,Battier,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09T00:00:00,Duke,USA,Duke/USA,6-8,220.0,13,31.0,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001.0,2013.0,N,Y,Y,2001,1,6,N
2205,DeSagana,Diop,DeSagana Diop,"Diop, DeSagana",D. Diop,desagana-diop,1982-01-30T00:00:00,No College,Senegal,Oak Hill Academy (VA)/Senegal,7-0,280.0,13,2.0,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,desagana_diop,2001.0,2012.0,N,Y,Y,2001,1,8,N
2207,Joe,Johnson,Joe Johnson,"Johnson, Joe",J. Johnson,joe-johnson,1981-06-29T00:00:00,Arkansas,USA,Arkansas/USA,6-7,240.0,17,,Guard-Forward,Inactive,Y,0,,,,,joe_johnson,2001.0,2021.0,N,Y,Y,2001,1,10,N
2209,Vladimir,Radmanovic,Vladimir Radmanovic,"Radmanovic, Vladimir",V. Radmanovic,vladimir-radmanovic,1980-11-19T00:00:00,FMP,Serbia,FMP/Serbia,6-10,235.0,13,77.0,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vladimir_radmanovic,2001.0,2012.0,N,Y,Y,2001,1,12,N
2210,Richard,Jefferson,Richard Jefferson,"Jefferson, Richard",R. Jefferson,richard-jefferson,1980-06-21T00:00:00,Arizona,USA,Arizona/USA,6-7,233.0,18,22.0,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,richard_jefferson,2001.0,2017.0,N,Y,Y,2001,1,13,N
2211,Troy,Murphy,Troy Murphy,"Murphy, Troy",T. Murphy,troy-murphy,1980-05-02T00:00:00,Notre Dame,USA,Notre Dame/USA,6-11,245.0,12,,Forward-Center,Inactive,N,0,,,,,troy_murphy,2001.0,2012.0,N,Y,Y,2001,1,14,N
2215,Jason,Collins,Jason Collins,"Collins, Jason",J. Collins,jason-collins,1978-12-02T00:00:00,Stanford,USA,Stanford/USA,7-0,255.0,13,98.0,Center,Inactive,N,1610612751,Nets,BKN,nets,Brooklyn,jason_collins,2001.0,2013.0,N,Y,Y,2001,1,18,N
2216,Zach,Randolph,Zach Randolph,"Randolph, Zach",Z. Randolph,zach-randolph,1981-07-16T00:00:00,Michigan State,USA,Michigan State/USA,6-9,250.0,18,50.0,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,zach_randolph,2001.0,2017.0,N,Y,Y,2001,1,19,N
2217,Brendan,Haywood,Brendan Haywood,"Haywood, Brendan",B. Haywood,brendan-haywood,1979-11-27T00:00:00,North Carolina,USA,North Carolina/USA,7-0,263.0,13,33.0,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,brendan_haywood,2001.0,2014.0,N,Y,Y,2001,1,20,N
2222,Gerald,Wallace,Gerald Wallace,"Wallace, Gerald",G. Wallace,gerald-wallace,1982-07-23T00:00:00,Alabama,USA,Alabama/USA,6-7,220.0,15,45.0,Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,gerald_wallace,2001.0,2014.0,N,Y,Y,2001,1,25,N
2223,Samuel,Dalembert,Samuel Dalembert,"Dalembert, Samuel",S. Dalembert,samuel-dalembert,1980-05-10T00:00:00,Seton Hall,Haiti,Seton Hall/Haiti,6-11,255.0,14,,Center,Inactive,N,0,,,,,samuel_dalembert,2001.0,2014.0,N,Y,Y,2001,1,26,N
2224,Jamaal,Tinsley,Jamaal Tinsley,"Tinsley, Jamaal",J. Tinsley,jamaal-tinsley,1978-02-28T00:00:00,Iowa State,USA,Iowa State/USA,6-3,188.0,11,,Guard,Inactive,N,0,,,,,jamaal_tinsley,2001.0,2013.0,Y,Y,Y,2001,1,27,N
2225,Tony,Parker,Tony Parker,"Parker, Tony",T. Parker,tony-parker,1982-05-17T00:00:00,Paris Basket Racing,France,Paris Basket Racing/France,6-2,185.0,19,9.0,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,tony_parker,2001.0,2018.0,N,Y,Y,2001,1,28,N
2229,Mike,James,Mike James,"James, Mike",M. James,mike-james,1975-06-23T00:00:00,Duquesne,USA,Duquesne/USA,6-2,188.0,12,8.0,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,mike_james,2001.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2248,Earl,Watson,Earl Watson,"Watson, Earl",E. Watson,earl-watson,1979-06-12T00:00:00,UCLA,USA,UCLA/USA,6-1,199.0,13,17.0,Guard,Inactive,N,1610612760,Thunder,OKC,thunder,Oklahoma City,earl_watson,2001.0,2013.0,N,Y,Y,2001,2,39,N
2365,Chris,Andersen,Chris Andersen,"Andersen, Chris",C. Andersen,chris-andersen,1978-07-07T00:00:00,Blinn J.C.,USA,Blinn J.C./USA,6-10,245.0,15,,Forward-Center,Inactive,N,0,,,,,chris_andersen,2001.0,2016.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2399,Mike,Dunleavy,Mike Dunleavy,"Dunleavy, Mike",M. Dunleavy,mike-dunleavy,1980-09-15T00:00:00,Duke,USA,Duke/USA,6-9,230.0,16,34.0,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mike_dunleavy,2002.0,2016.0,N,Y,Y,2002,1,3,N
2400,Drew,Gooden,Drew Gooden,"Gooden, Drew",D. Gooden,drew-gooden,1981-09-24T00:00:00,Kansas,USA,Kansas/USA,6-10,250.0,15,90.0,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,drew_gooden,2002.0,2015.0,N,Y,Y,2002,1,4,N
2403,Nene,Hilario,Nene,Nene,Nene,nene-hilario,1982-09-13T00:00:00,,Brazil,Vasco de Gama/Brazil,6-11,250.0,18,42.0,Center-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,nene_hilario,2002.0,2018.0,N,Y,Y,2002,1,7,N
2404,Chris,Wilcox,Chris Wilcox,"Wilcox, Chris",C. Wilcox,chris-wilcox,1982-09-03T00:00:00,Maryland,USA,Maryland/USA,6-10,235.0,12,44.0,Forward-Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,chris_wilcox,2002.0,2012.0,N,Y,Y,2002,1,8,N
2405,Amar'e,Stoudemire,Amar'e Stoudemire,"Stoudemire, Amar'e",A. Stoudemire,amare-stoudemire,1982-11-16T00:00:00,Cypress Creek HS (FL),USA,Cypress Creek HS (FL)/USA,6-10,245.0,15,5.0,Forward-Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,amar'e_stoudemire,2002.0,2015.0,N,Y,Y,2002,1,9,N
2406,Caron,Butler,Caron Butler,"Butler, Caron",C. Butler,caron-butler,1980-03-13T00:00:00,Connecticut,USA,Connecticut/USA,6-7,228.0,15,31.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,caron_butler,2002.0,2015.0,N,Y,Y,2002,1,10,N
2407,Jared,Jeffries,Jared Jeffries,"Jeffries, Jared",J. Jeffries,jared-jeffries,1981-11-25T00:00:00,Indiana,USA,Indiana/USA,6-11,240.0,12,1.0,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,jared_jeffries,2002.0,2012.0,N,Y,Y,2002,1,11,N
2408,Melvin,Ely,Melvin Ely,"Ely, Melvin",M. Ely,melvin-ely,1978-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-10,260.0,9,4.0,Center-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,melvin_ely,2002.0,2013.0,Y,Y,Y,2002,1,12,N
2419,Tayshaun,Prince,Tayshaun Prince,"Prince, Tayshaun",T. Prince,tayshaun-prince,1980-02-28T00:00:00,Kentucky,USA,Kentucky/USA,6-9,212.0,15,12.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,tayshaun_prince,2002.0,2015.0,N,Y,Y,2002,1,23,N
2422,John,Salmons,John Salmons,"Salmons, John",J. Salmons,john-salmons,1979-12-12T00:00:00,Miami,USA,Miami/USA,6-6,210.0,13,,Forward,Inactive,N,0,,,,,john_salmons,2002.0,2014.0,N,Y,Y,2002,1,26,N
2427,Roger,Mason Jr.,Roger Mason Jr.,"Mason Jr., Roger",R. Mason Jr.,roger-mason-jr,1980-09-10T00:00:00,Virginia,USA,Virginia/USA,6-5,205.0,11,,Guard,Inactive,N,0,,,,,roger_mason jr.,2002.0,2013.0,N,Y,Y,2002,2,30,N
2429,Dan,Gadzuric,Dan Gadzuric,"Gadzuric, Dan",D. Gadzuric,dan-gadzuric,1978-02-02T00:00:00,UCLA,Netherlands,UCLA/Netherlands,6-11,240.0,11,50.0,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,dan_gadzuric,2002.0,2011.0,Y,Y,Y,2002,2,33,N
2430,Carlos,Boozer,Carlos Boozer,"Boozer, Carlos",C. Boozer,carlos-boozer,1981-11-20T00:00:00,Duke,USA,Duke/USA,6-9,258.0,13,5.0,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,carlos_boozer,2002.0,2014.0,N,Y,Y,2002,2,34,N
2431,David,Andersen,David Andersen,"Andersen, David",D. Andersen,david-andersen,1980-06-23T00:00:00,FC Barcelona,Australia,FC Barcelona/Australia,,,20,,,Inactive,N,0,,,,,david_andersen,2009.0,2017.0,N,Y,Y,2002,2,36,N
2436,Flip,Murray,Flip Murray,"Murray, Flip",R. Murray,flip-murray,1979-07-29T00:00:00,Shaw,USA,Shaw/USA,6-3,200.0,9,6.0,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,flip_murray,2002.0,2009.0,Y,Y,Y,2002,2,41,N
2440,Matt,Barnes,Matt Barnes,"Barnes, Matt",M. Barnes,matt-barnes,1980-03-09T00:00:00,UCLA,USA,UCLA/USA,6-7,226.0,15,22.0,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,matt_barnes,2002.0,2016.0,N,Y,Y,2002,2,45,N
2446,Rasual,Butler,Rasual Butler,"Butler, Rasual",R. Butler,rasual-butler,1979-05-23T00:00:00,La Salle,USA,La Salle/USA,6-7,215.0,14,,Forward,Inactive,N,0,,,,,rasual_butler,2002.0,2015.0,Y,Y,Y,2002,2,52,N
